"Questão 1: (Unesp) A respeito da independência do Brasil,
pode-se afirmar que:","a) consubstanciou os ideais propostos na
Confederação do Equador.","b) instituiu a monarquia como forma de governo, a
partir de amplo movimento popular.","c) propôs, a partir das idéias liberais das elites
políticas, a extinção do tráfico de escravos,
contrariando os interesses da Inglaterra.","d) provocou, a partir da Constituição de 1824,
profundas transformações na estruturas econômicas
e sociais do País.","e) implicou na adoção da forma monárquica de
governo e preservou os interesses básicos dos
proprietários de terras e de escravos.",e
"Questão 30: (Mackenzie) Sobre o processo de reconhecimento
externo de nossa independência, podemos afirmar
que:","a) encontramos séria resistência ao reconhecimento
por parte dos E.U.A., em decorrência da Doutrina
Monroe.","b) a Áustria encabeçava a forte reação contra nossa
independência.","c) o reconhecimento de Portugal e Inglaterra custou-
nos sérios prejuízos, em virtude de indenizações e concessões econômicas.","d) as nações latino-americanas prontamente nos
reconheceram, devido à forte identificação com o
governo imperial e sua política externa.","e) a Inglaterra liderou a Santa Aliança na luta contra
nossa emancipação.",C
"Questão 31: (Mackenzie) A abdicação de Pedro I, a 7 de abril
de 1831, resultou:","a) na vitória do partido português, em seu projeto de
restabelecer o Reino Unido.","b) na consolidação de nossa independência e do
poder dos grandes proprietários, à frente do Estado
Brasileiro.","c) no declínio da elite rural, em virtude de amplas
reformas sociais após a queda do imperador.","d) em maior estabilidade política, traço que
caracterizou o Período Regencial.","e) na superação imediata da crise econômica que
afligia o país.",B
"Questão 32: (Mackenzie) Apesar do Alvará de Liberdade
Industrial de 1808, o desenvolvimento industrial
brasileiro não ocorreu, dentre outros fatores, porque:","a) a elite agrária, defensora das atividades
manufatureiras, não tinha, contudo, expressão
política.","b) a falta de capital anulava as vantagens da
excelente rede de transportes e comunicação da
época.","c) o tratado de 1810, com a Inglaterra, anulava nosso
esforço industrial, já que oferecia a este país o
controle de nosso mercado.","d) embora com grande mercado e mão-de-obra
qualificada, faltava-nos tecnologia.","e) a manutenção do rígido monopólio colonial impedia
o sucesso de nossa industrialização.",C
"Questão 33: (Unirio) A abdicação do Imperador Pedro I
representou a culminância dos diferentes problemas
que caracterizam o Primeiro Reinado, a exemplo
do(a):",a) apoio inglês à política platina do Império.,"b) apoio das províncias à política do Reino Unido
implantando por D. Pedro I, após a morte de D. João
VI.","c) conflito entre os interesses dos produtores
tradicionais de açúcar e os novos produtores de ouro.","d) confronto entre os grupos políticos liberais e o
governo centralizado e com tendências despóticas de
D. Pedro I.","e) crescente participação popular nas manifestações
políticas, favorecidas pela abolição do tráfico.",D
"Questão 34: (Pucmg) A primeira constituição brasileira de 1824
estabelece, EXCETO:",a) governo monárquico e hereditário.,b) unitarismo como forma de Estado.,c) voto censitário e a descoberto (não secreto).,d) liberalismo econômico mantendo a escravidão.,e) amplas restrições aos poderes do imperador.,E
"Questão 35: (Pucmg) Dentre os vários fatores que podem ser
apontados no sentido de se explicar o
descontentamento da população com o governo de D.
Pedro I (1822-1931), destacam-se, EXCETO:","a) o profundo desequilíbrio observado nas finanças
públicas.","b) o estilo visivelmente centralista e absolutista do
governo.","c) o imobilismo do Estado frente à questão da
abolição da escravidão.","d) o desastroso resultado verificado ao término da
guerra cisplatina.","e) o clientelismo e a corrupção reinantes nas diversas
esferas do poder.",C
"Questão 36: (Ufv) Dentre as diversas revoltas e insurreições
que antecederam a abdicação de D. Pedro I em 1831,
uma foi especialmente importante pelos ideais
republicanos de seus líderes, entre os quais Frei
Caneca. Outra característica desse movimento teria
sido a proclamação da república em 1824, com a
adoção da Constituição da Colômbia. O movimento
foi duramente reprimido e Frei Caneca condenado à
morte e fuzilado. O movimento em questão ficou
conhecido como:",a) Inconfidência Mineira.,b) Confederação do Equador.,c) Questão Cisplatina.,d) Guerra dos Mascates.,e) Revolta dos Farrapos.,B
"Questão 37: (Uece) Com relação à revolta de Pinto Madeira,
no Ceará, em 1831-1832, pode-se dizer
corretamente:","a) fez parte de um plano geral, articulado na capital
do Império, para defender a volta de D. Pedro I ao
trono, nada tendo a ver com conflitos ou desavenças
locais ou regionais.","locais ou regionais.
b) significou o aprofundamento das divergências entre
os coronéis do sertão cearense, no contexto da
abdicação de D. Pedro I.","c) constituiu-se em uma revolta tardia de portugueses
e colonos descontentes com o processo de
independência do Brasil.","d) representou o descontentamento de coronéis do
Cariri cearense contra a política centralizadora do
Presidente da Província, José Martiniano de Alencar.",,B
"Questão 38: (Ufsm) O tratado assinado entre o Brasil e a
Inglaterra, em 1827, ratificava os tratados de 1810.
Em decorrência, a crise econômico-financeira do
Brasil se aprofundou, gerando conflitos políticos e
econômicos que","a) promoveram a desanexação da Província de
Cisplatina e o aumento da dívida externa brasileira
com os Estados Unidos, pois este exportava algodão
para o Brasil em grande quantidade.","b) propiciaram a outorga da primeira Constituição
Brasileira e a criação do Banco do Brasil, com o fim
de emitir papel-moeda para comprar charque da
região do Prata.","c) originaram a Confederação do Equador e o
necessário aumento da produção e exportação do
açúcar para equilibrar as contas públicas brasileiras.","d) determinaram o retorno imediato de D. Pedro I
para Portugal e o fim do tráfico negreiro para o Brasil,
o que prejudicou a produção do tabaco e o comércio
desse produto com a Inglaterra.","e) resultaram na abdicação de D. Pedro I e no
aumento do déficit público e dos empréstimos
externos, ampliando as importações da Grã-Bretanha.",E
"Questão 39: (Mackenzie) Como em 1822, a união contra o
perigo comum levou de vencida os adversários. O 7
de abril aparece como o complemento necessário do
7 de setembro.
(1822 Dimensões - Carlos Guilherme Mota)
O perigo comum a que se refere o texto e a
complementação referida seriam:","a) a ameaça de recolonização liderada pelo partido
português derrotado na Independência e na
Abdicação a 7 de abril de 1831.","b) a oposição dos grandes proprietários, que na
Independência e Abdicação pretendiam liquidar com
a escravidão.","c) o apoio dos democratas do Partido Brasileiro em
ambas as ocasiões à política absolutista de Pedro I.","d) a união da Maçonaria e Apostolado para implantar
a República nestes dois momentos históricos.","e) a coincidência de projeto de nação entre as elites
portuguesa e brasileira em ambas as oportunidades.",A
"Questão 40: (Fuvest) Houve um estremecimento nas relações
entre os Estados inglês e brasileiro, na primeira
metade do século XIX, em conseqüência da forte
pressão que a Inglaterra exerceu sobre o Brasil a
partir do reconhecimento da Independência (1826).
Tais pressões decorreram","a) da anexação do Uruguai por D. Pedro e da sua
transformação em Província Cisplatina, limitando o
comércio inglês no Prata.","b) da oposição inglesa aos privilégios alfandegários
concedidos, desde 1819, aos produtos portugueses
importados pelo Brasil.","c) dos incentivos do governo brasileiro à exportação
de algodão, o que tornava este produto mais barato
do que o produzido nas colônias britânicas.","d) do início da imigração européia para o Brasil, fato
que poderia levar à industrialização e à diminuição
das importações de produtos ingleses.","e) da oposição do Estado inglês ao tráfico negreiro
que o governo brasileiro, depois de resistir, proibiu,
em 1850.",E
"Questão 41: (Fuvest) A Constituição Brasileira de 1824
colocou o Imperador à testa de dois Poderes. Um
deles lhe era ""delegado privativamente"" e o
designava ""Chefe Supremo da Nação"" para velar
sobre ""o equilíbrio e harmonia dos demais Poderes
Políticos"", o outro Poder o designava simplesmente
""Chefe"" e era delegado aos Ministros de Estado.
Estes Poderes eram respectivamente:",a) Executivo e Judiciário,b) Executivo e Moderador,c) Moderador e Executivo,d) Moderador e Judiciário,e) Executivo e Legislativo.,C
"Questão 42: (Ufsm) A independência política brasileira (7 de
setembro de 1822) foi resultado de um acordo entre
as elites dominantes, caracterizando-se pela
manutenção da forma de governo (monarquia), da
base produtiva (escravismo - monocultura - latifúndio)
e pela vinculação do Brasil à esfera de influência da
Inglaterra, principal potência industrial da época.
Com relação à vinculação do Brasil à Inglaterra,
analise as afirmações a seguir, indicando se são
verdadeiras (V) ou falsas (F).
( ) Os acordos de independência do Brasil feitos
com Portugal, em 1810, previam que o primeiro
deveria assumir a dívida lusa com a Inglaterra.
( ) A manutenção dos acordos firmados por
Portugal e Inglaterra em 1810 e os investimentos de
capitais ingleses no Brasil contribuíram para a
dependência econômica brasileira em relação a
Inglaterra.
( ) A manutenção do Brasil sob a esfera de
influência inglesa está diretamente relacionad_ à
necessidade de assegurar o mercado brasileiro aos
produtos ingleses. 
 ( ) Havia interesse tanto dos membros do Partido
Brasileiro quanto de integrantes da burguesia inglesa
no fim do pacto colonial e na manutenção das
relações existentes entre o Brasil e a Inglaterra.
( ) A manutenção do acordo de Methuen (1703)
selou a dependência brasileira em relação a
Inglaterra.",a) V - F - V - F - F.,b) V - V - F - F - F.,c) F - V - F - V - V.,d) V - V - F - V - F .,e) F - V - V - V - V.,E
"Questão 43: (Unirio) Ao compararmos os processos de
formação dos Estados Nacionais no Brasil e na
América Hispânica, no século XIX, podemos afirmar
que:","a) a unidade brasileira foi garantida pela existência de
uma monarquia de base popular, enquanto que o
caudilhismo, na América Hispânica, impediu qualquer
tipo de participação das camadas mais baixas da
população.","b) a unidade brasileira relacionou-se, exclusivamente,
ao forte carisma dos representantes da Casa de
Bragança, enquanto, na América Hispânica, não
surgiu nenhuma liderança que pudesse aglutinar os
diversos interesses em disputa.","c) as diferenças regionais, no Brasil, não ofereceram
nenhum obstáculo à obra centralizadora em torno da
Coroa, ao passo que na América Hispânica as
diferenças regionais contribuíram para a sua
fragmentação.","d) os interesses ingleses, na América Hispânica,
eram mais presentes e foram os únicos
determinantes da sua fragmentação, ao passo que no
Brasil aqueles interesses não existiram de maneira
tão marcante, de forma a impedir a obra da
centralização.","e) não existiu, na América Hispânica, uma facção
oligárquica hegemônica que conseguisse levar
adiante a obra da unidade, enquanto no Brasil os
interesses escravistas aglutinaram as elites em torno
de um projeto centralista.",E
"Questão 44: (Fuvest) A economia brasileira, durante o período
monárquico, caracterizou-se fundamentalmente","a) pelo princípio da diversificação da produção agrária
e pelo incentivo ao setor de serviços.","b) pelo estímulo à imigração italiana e espanhola e
pelo fomento à incipiente indústria.","c) pela regionalização econômica e pela revolução no
sistema bancário nacional.","d) pela produção destinada ao mercado externo e
pela busca de investimentos internacionais.","e) pela convivência das mãos-de-obra escrava e
imigrante e pelo controle do ""déficit"" público.",D
"Questão 45: (Ufmg) A organização do sistema político foi
objeto de discussões e conflitos ao longo do período
imperial no Brasil.
Com relação ao contexto histórico do Brasil Imperial e
aos problemas a ele relacionados, é CORRETO
afirmar que:","a) a centralização do poder foi objeto de sérias
disputas ao longo de todo o século XIX e explica
várias contendas internas às elites imperiais, como a
Rebelião Praieira.","b) o Constitucionalismo ganhou força, fazendo com
que o Legislativo, o Executivo e o Judiciário se
tornassem independentes e harmônicos, o que
atendia às queixas dos rebeldes da Balaiada.","c) o Federalismo de inspiração francesa e jacobina foi
uma das principais bandeiras do Partido Liberal, a
partir da publicação do Manifesto Republicano, o que
explica, entre outras, a Revolução Liberal de 1842.","d) os movimentos de contestação armada - como a
Revolução Farroupilha, a Sabinada ou a Cabanagem
- tinham em comum a crítica liberal às tendências
absolutistas, persistentes no governo de D. Pedro II.",,A
